Date,Humidity,Temperature
2021/8/17 18:6:3,41.40,24.00
2021/8/17 18:6:8,41.30,24.00
2021/8/17 18:6:13,41.10,24.00
2021/8/17 18:6:18,41.10,24.10
2021/8/17 18:6:23,41.00,24.10
2021/8/17 18:6:28,40.90,24.10
2021/8/17 18:6:33,40.90,24.10
2021/8/17 18:6:38,40.90,24.00
2021/8/17 18:6:44,41.00,24.10
2021/8/17 18:6:49,40.90,24.00
2021/8/17 18:6:54,41.00,24.00
2021/8/17 18:6:59,41.00,24.00
2021/8/17 18:7:4,41.10,24.00
2021/8/17 18:7:9,41.10,24.00
2021/8/17 18:7:14,41.10,24.00
2021/8/17 18:7:19,41.20,24.00
2021/8/17 18:7:24,41.20,24.00
2021/8/17 18:7:30,41.20,24.00
2021/8/17 18:7:35,41.20,24.00
2021/8/17 18:7:40,41.30,24.00
2021/8/17 18:7:45,41.30,23.90
2021/8/17 18:7:50,41.30,23.90
2021/8/17 18:7:55,41.40,24.00
2021/8/17 18:8:0,41.30,24.00
2021/8/17 18:8:5,41.40,23.90
2021/8/17 18:8:10,41.50,23.90
2021/8/17 18:8:15,41.40,23.90
2021/8/17 18:8:20,41.30,23.90
2021/8/17 18:8:26,41.30,23.90
2021/8/17 18:8:31,41.40,23.90
2021/8/17 18:8:36,41.40,23.90
2021/8/17 18:8:41,41.40,23.90
2021/8/17 18:8:46,41.40,23.90
2021/8/17 18:8:51,41.40,23.90
2021/8/17 18:8:56,41.40,24.00
2021/8/17 18:9:1,41.40,24.00
2021/8/17 18:9:6,41.40,24.00
2021/8/17 18:9:11,41.40,24.00
2021/8/17 18:9:16,41.10,24.00
2021/8/17 18:9:21,40.90,24.10
2021/8/17 18:9:27,40.90,24.10
2021/8/17 18:9:32,40.90,24.10
2021/8/17 18:9:37,40.90,24.10
2021/8/17 18:9:42,40.90,24.00
2021/8/17 18:9:47,40.90,24.00
2021/8/17 18:9:52,40.90,24.00
2021/8/17 18:9:57,41.00,24.10
2021/8/17 18:10:2,41.00,24.00
2021/8/17 18:10:7,41.10,24.00
2021/8/17 18:10:12,41.20,24.00
2021/8/17 18:10:17,41.20,24.00
2021/8/17 18:10:23,41.30,24.00
2021/8/17 18:10:28,41.30,24.00
2021/8/17 18:10:33,41.30,24.00
2021/8/17 18:10:38,41.30,24.00
2021/8/17 18:10:43,41.30,23.90
2021/8/17 18:10:48,41.30,23.90
2021/8/17 18:10:53,41.30,23.90
2021/8/17 18:10:58,41.30,23.90
2021/8/17 18:11:3,41.40,23.90
2021/8/17 18:11:8,41.40,23.90
2021/8/17 18:11:13,41.40,23.90
2021/8/17 18:11:19,41.40,23.90
2021/8/17 18:11:24,41.40,23.90
2021/8/17 18:11:29,41.40,24.00
2021/8/17 18:11:34,41.40,23.90
2021/8/17 18:11:39,41.40,24.00
2021/8/17 18:11:44,41.30,24.00
2021/8/17 18:11:49,41.20,24.00
2021/8/17 18:11:54,41.00,24.00
2021/8/17 18:11:59,40.90,24.00
2021/8/17 18:12:4,40.90,24.00
2021/8/17 18:12:9,40.90,24.00
2021/8/17 18:12:15,40.90,24.00
2021/8/17 18:12:20,40.90,24.00
2021/8/17 18:12:25,40.90,24.00
2021/8/17 18:12:30,40.90,24.00
2021/8/17 18:12:35,41.00,24.00
2021/8/17 18:12:40,41.00,23.90
2021/8/17 18:12:45,41.10,23.90
2021/8/17 18:12:50,41.20,24.00
2021/8/17 18:12:55,41.10,23.90
2021/8/17 18:13:1,41.30,23.90
2021/8/17 18:13:6,41.30,23.90
2021/8/17 18:13:11,41.20,23.90
2021/8/17 18:13:16,41.30,23.90
2021/8/17 18:13:21,41.30,23.90
2021/8/17 18:13:26,41.40,23.90
2021/8/17 18:13:31,41.30,23.90
2021/8/17 18:13:36,41.40,24.00
2021/8/17 18:13:41,41.50,24.00
2021/8/17 18:13:46,41.40,24.00
2021/8/17 18:13:51,41.20,24.00
2021/8/17 18:13:57,41.10,24.00
2021/8/17 18:14:2,40.90,24.00
2021/8/17 18:14:7,40.80,24.00
2021/8/17 18:14:12,40.80,24.00
2021/8/17 18:14:17,40.80,24.00
2021/8/17 18:14:22,40.80,24.00
2021/8/17 18:14:27,40.90,24.00
2021/8/17 18:14:32,40.90,24.00
2021/8/17 18:14:37,40.90,24.00
2021/8/17 18:14:42,40.90,24.00
2021/8/17 18:14:47,40.90,24.00
2021/8/17 18:14:52,41.00,24.00
2021/8/17 18:14:58,41.10,24.00
2021/8/17 18:15:3,41.10,24.00
2021/8/17 18:15:8,41.10,24.00
2021/8/17 18:15:13,41.10,23.90
2021/8/17 18:15:18,41.10,23.90
2021/8/17 18:15:23,41.10,23.90
2021/8/17 18:15:28,41.10,23.90
2021/8/17 18:15:33,41.20,23.90
2021/8/17 18:15:38,41.30,23.90
2021/8/17 18:15:43,41.30,23.90
2021/8/17 18:15:48,41.30,23.90
2021/8/17 18:15:54,41.30,23.90
2021/8/17 18:15:59,41.30,23.90
2021/8/17 18:16:4,41.30,23.90
2021/8/17 18:16:9,41.30,24.00
2021/8/17 18:16:14,41.20,24.00
2021/8/17 18:16:19,41.20,24.00
2021/8/17 18:16:24,41.10,24.00
2021/8/17 18:16:29,40.90,24.10
2021/8/17 18:16:34,40.80,24.10
2021/8/17 18:16:39,40.70,24.10
2021/8/17 18:16:44,40.70,24.10
2021/8/17 18:16:50,40.70,24.10
2021/8/17 18:16:55,40.80,24.10
2021/8/17 18:17:0,40.90,24.10
2021/8/17 18:17:5,40.90,24.10
2021/8/17 18:17:10,40.90,24.10
2021/8/17 18:17:15,40.90,24.00
2021/8/17 18:17:20,40.90,24.00
2021/8/17 18:17:25,41.00,24.10
2021/8/17 18:17:30,41.00,24.00
2021/8/17 18:17:36,41.00,24.00
2021/8/17 18:17:41,40.90,24.00
2021/8/17 18:17:46,41.00,24.00
2021/8/17 18:17:51,41.00,24.00
2021/8/17 18:17:56,41.00,23.90
2021/8/17 18:18:1,41.00,23.90
2021/8/17 18:18:6,41.10,23.90
2021/8/17 18:18:11,41.10,23.90
2021/8/17 18:18:16,41.20,23.90
2021/8/17 18:18:21,41.20,23.90
2021/8/17 18:18:26,41.20,23.90
2021/8/17 18:18:32,41.20,24.00
2021/8/17 18:18:37,41.20,24.00
2021/8/17 18:18:42,41.20,24.00
2021/8/17 18:18:47,41.10,24.00
2021/8/17 18:18:52,41.00,24.00
2021/8/17 18:18:57,40.90,24.00
2021/8/17 18:19:2,40.90,24.00
2021/8/17 18:19:7,40.90,24.00
2021/8/17 18:19:12,40.90,24.00
2021/8/17 18:19:17,40.90,24.00
2021/8/17 18:19:22,40.90,24.00
2021/8/17 18:19:28,41.00,24.00
2021/8/17 18:19:33,41.00,24.00
2021/8/17 18:19:38,41.00,24.00
2021/8/17 18:19:43,41.00,23.90
2021/8/17 18:19:48,41.10,23.90
2021/8/17 18:19:53,41.10,23.90
2021/8/17 18:19:58,41.10,23.90
2021/8/17 18:20:3,41.10,23.90
2021/8/17 18:20:8,41.20,24.00
2021/8/17 18:20:13,41.20,23.90
2021/8/17 18:20:18,41.20,24.00
2021/8/17 18:20:23,41.20,24.00
2021/8/17 18:20:29,41.10,24.00
2021/8/17 18:20:34,41.00,24.00
2021/8/17 18:20:39,40.90,24.00
2021/8/17 18:20:44,40.90,24.00
2021/8/17 18:20:49,40.90,23.90
2021/8/17 18:20:54,40.90,24.00
2021/8/17 18:20:59,41.00,23.90
2021/8/17 18:21:4,41.00,23.90
2021/8/17 18:21:9,41.00,23.90
2021/8/17 18:21:14,41.00,23.90
2021/8/17 18:21:19,41.10,24.00
2021/8/17 18:21:25,41.00,23.90
2021/8/17 18:21:30,41.20,24.00
2021/8/17 18:21:35,41.10,24.00
2021/8/17 18:21:40,41.10,24.00
2021/8/17 18:21:45,41.00,23.90
2021/8/17 18:21:50,41.00,24.00
2021/8/17 18:21:55,41.00,24.00
2021/8/17 18:22:0,40.90,24.00
2021/8/17 18:22:5,40.90,24.00
2021/8/17 18:22:10,40.90,24.00
2021/8/17 18:22:15,40.90,23.90
2021/8/17 18:22:21,41.00,23.90
2021/8/17 18:22:26,41.00,23.90
2021/8/17 18:22:31,41.00,23.90
2021/8/17 18:22:36,41.10,23.90
2021/8/17 18:22:41,41.10,23.90
2021/8/17 18:22:46,41.20,23.90
2021/8/17 18:22:51,41.20,23.90
2021/8/17 18:22:56,41.20,23.90
2021/8/17 18:23:1,41.10,23.90
2021/8/17 18:23:7,41.20,24.00
2021/8/17 18:23:12,41.30,24.00
2021/8/17 18:23:17,41.40,24.10
2021/8/17 18:23:22,41.30,24.10
2021/8/17 18:23:27,41.00,24.10
2021/8/17 18:23:32,40.70,24.10
2021/8/17 18:23:37,40.70,24.10
2021/8/17 18:23:42,40.70,24.10
2021/8/17 18:23:47,40.70,24.10
2021/8/17 18:23:52,40.60,24.00
2021/8/17 18:23:57,40.60,24.00
2021/8/17 18:24:3,40.70,24.10
2021/8/17 18:24:8,40.70,24.00
2021/8/17 18:24:13,40.70,24.00
2021/8/17 18:24:18,40.80,24.00
2021/8/17 18:24:23,40.80,24.00
2021/8/17 18:24:28,40.90,24.00
2021/8/17 18:24:33,40.90,24.00
2021/8/17 18:24:38,40.90,24.00
2021/8/17 18:24:43,40.90,24.00
2021/8/17 18:24:48,41.00,24.00
2021/8/17 18:24:53,40.90,24.00
2021/8/17 18:24:59,41.00,24.00
2021/8/17 18:25:4,41.00,24.00
2021/8/17 18:25:9,40.90,24.00
2021/8/17 18:25:14,41.00,24.00
2021/8/17 18:25:19,41.00,24.00
2021/8/17 18:25:24,41.00,23.90
2021/8/17 18:25:29,41.00,23.90
2021/8/17 18:25:34,41.00,23.90
2021/8/17 18:25:39,41.00,23.90
2021/8/17 18:25:44,41.10,23.90
2021/8/17 18:25:49,41.10,23.90
2021/8/17 18:25:54,41.10,23.90
2021/8/17 18:26:0,41.10,23.90
2021/8/17 18:26:5,41.10,23.90
2021/8/17 18:26:10,41.10,23.90
2021/8/17 18:26:15,41.10,24.00
2021/8/17 18:26:20,41.10,24.00
2021/8/17 18:26:25,41.00,24.00
2021/8/17 18:26:30,40.90,24.00
2021/8/17 18:26:35,40.80,24.10
2021/8/17 18:26:40,40.60,24.10
2021/8/17 18:26:45,40.60,24.10
2021/8/17 18:26:50,40.60,24.00
2021/8/17 18:26:56,40.60,24.10
2021/8/17 18:27:1,40.60,24.10
2021/8/17 18:27:6,40.60,24.10
2021/8/17 18:27:11,40.60,24.10
2021/8/17 18:27:16,40.60,24.00
2021/8/17 18:27:21,40.70,24.10
2021/8/17 18:27:26,40.70,24.00
2021/8/17 18:27:31,40.80,24.00
2021/8/17 18:27:36,40.80,24.00
2021/8/17 18:27:41,40.90,24.00
2021/8/17 18:27:46,40.90,24.00
2021/8/17 18:27:52,40.90,24.00
2021/8/17 18:27:57,40.90,24.00
2021/8/17 18:28:2,40.90,24.00
2021/8/17 18:28:7,40.90,23.90
2021/8/17 18:28:12,41.00,23.90
2021/8/17 18:28:17,41.00,23.90
2021/8/17 18:28:22,41.00,23.90
2021/8/17 18:28:27,41.00,23.90
2021/8/17 18:28:32,41.10,23.90
2021/8/17 18:28:38,41.10,23.90
2021/8/17 18:28:43,41.10,23.90
2021/8/17 18:28:48,41.10,23.90
2021/8/17 18:28:53,41.10,24.00
2021/8/17 18:28:58,41.00,24.00
2021/8/17 18:29:3,40.90,24.00
2021/8/17 18:29:8,40.80,24.00
2021/8/17 18:29:13,40.70,24.10
2021/8/17 18:29:18,40.60,24.10
2021/8/17 18:29:23,40.50,24.00
2021/8/17 18:29:28,40.60,24.00
2021/8/17 18:29:34,40.60,24.00
2021/8/17 18:29:39,40.60,24.00
2021/8/17 18:29:44,40.60,24.00
2021/8/17 18:29:49,40.60,24.00
2021/8/17 18:29:54,40.70,24.00
2021/8/17 18:29:59,40.80,24.00
2021/8/17 18:30:4,40.70,23.90
2021/8/17 18:30:9,40.90,24.00
2021/8/17 18:30:14,40.90,24.00
2021/8/17 18:30:19,40.80,23.90
2021/8/17 18:30:24,40.80,23.90
2021/8/17 18:30:30,40.80,23.90
2021/8/17 18:30:35,40.90,23.90
2021/8/17 18:30:40,41.00,23.90
2021/8/17 18:30:45,41.00,23.90
2021/8/17 18:30:50,41.00,23.90
2021/8/17 18:30:55,41.00,23.90
2021/8/17 18:31:0,41.00,23.90
2021/8/17 18:31:5,41.00,23.90
2021/8/17 18:31:10,41.10,24.00
2021/8/17 18:31:15,41.10,24.00
2021/8/17 18:31:20,41.00,24.00
2021/8/17 18:31:26,40.90,24.00
2021/8/17 18:31:31,40.60,24.00
2021/8/17 18:31:36,40.50,24.00
2021/8/17 18:31:41,40.50,24.00
2021/8/17 18:31:46,40.50,24.00
2021/8/17 18:31:51,40.50,24.00
2021/8/17 18:31:56,40.60,24.00
2021/8/17 18:32:1,40.60,24.00
2021/8/17 18:32:6,40.60,24.00
2021/8/17 18:32:11,40.60,24.00
2021/8/17 18:32:16,40.70,24.00
2021/8/17 18:32:22,40.70,23.90
2021/8/17 18:32:27,40.70,23.90
2021/8/17 18:32:32,40.80,23.90
2021/8/17 18:32:37,40.80,23.90
2021/8/17 18:32:42,40.80,23.90
2021/8/17 18:32:47,40.80,23.90
2021/8/17 18:32:52,40.90,23.90
2021/8/17 18:32:57,40.90,23.90
2021/8/17 18:33:2,40.90,24.00
2021/8/17 18:33:8,40.90,24.00
2021/8/17 18:33:13,40.90,24.00
2021/8/17 18:33:18,40.80,24.00
2021/8/17 18:33:23,40.60,24.00
2021/8/17 18:33:28,40.50,24.00
2021/8/17 18:33:33,40.50,24.00
2021/8/17 18:33:38,40.40,24.00
2021/8/17 18:33:43,40.50,24.00
2021/8/17 18:33:48,40.60,24.00
2021/8/17 18:33:53,40.60,24.00
2021/8/17 18:33:58,40.60,24.00
2021/8/17 18:34:3,40.60,24.00
2021/8/17 18:34:9,40.60,24.00
2021/8/17 18:34:14,40.70,24.00
2021/8/17 18:34:19,40.70,23.90
2021/8/17 18:34:24,40.70,23.90
2021/8/17 18:34:29,40.80,23.90
2021/8/17 18:34:34,40.70,23.90
2021/8/17 18:34:39,40.80,23.90
2021/8/17 18:34:44,40.90,23.90
2021/8/17 18:34:49,40.90,23.90
2021/8/17 18:34:54,40.90,24.00
2021/8/17 18:34:59,40.90,24.00
2021/8/17 18:35:5,40.90,24.00
2021/8/17 18:35:10,40.90,24.00
2021/8/17 18:35:15,40.70,24.00
2021/8/17 18:35:20,40.60,24.00
2021/8/17 18:35:25,40.50,24.00
2021/8/17 18:35:30,40.60,24.00
2021/8/17 18:35:35,40.60,24.00
2021/8/17 18:35:40,40.60,24.00
2021/8/17 18:35:45,40.50,24.00
2021/8/17 18:35:50,40.50,24.00
2021/8/17 18:35:55,40.60,24.00
2021/8/17 18:36:1,40.60,24.00
2021/8/17 18:36:6,40.60,23.90
2021/8/17 18:36:11,40.60,23.90
2021/8/17 18:36:16,40.70,24.00
2021/8/17 18:36:21,40.70,23.90
2021/8/17 18:36:26,40.70,23.90
2021/8/17 18:36:31,40.70,23.90
2021/8/17 18:36:36,40.70,23.90
2021/8/17 18:36:41,40.70,23.90
2021/8/17 18:36:46,40.80,23.90
2021/8/17 18:36:51,40.80,23.90
2021/8/17 18:36:57,40.80,23.90
2021/8/17 18:37:2,40.80,23.90
2021/8/17 18:37:7,40.90,24.00
2021/8/17 18:37:12,40.90,24.00
2021/8/17 18:37:17,41.00,24.00
2021/8/17 18:37:22,40.90,24.00
2021/8/17 18:37:27,40.70,24.10
2021/8/17 18:37:32,40.40,24.00
2021/8/17 18:37:37,40.40,24.10
2021/8/17 18:37:42,40.40,24.00
2021/8/17 18:37:47,40.30,24.00
2021/8/17 18:37:53,40.30,24.00
2021/8/17 18:37:58,40.30,24.00
2021/8/17 18:38:3,40.40,24.00
2021/8/17 18:38:8,40.40,24.00
2021/8/17 18:38:13,40.50,24.00
2021/8/17 18:38:18,40.50,24.00
2021/8/17 18:38:23,40.60,24.00
2021/8/17 18:38:28,40.60,24.00
2021/8/17 18:38:33,40.60,24.00
2021/8/17 18:38:39,40.70,24.00
2021/8/17 18:38:44,40.60,23.90
2021/8/17 18:38:49,40.70,24.00
2021/8/17 18:38:54,40.70,23.90
2021/8/17 18:38:59,40.70,23.90
2021/8/17 18:39:4,40.70,23.90
2021/8/17 18:39:9,40.70,23.90
2021/8/17 18:39:14,40.70,23.90
2021/8/17 18:39:19,40.80,23.90
2021/8/17 18:39:24,40.80,23.90
2021/8/17 18:39:29,40.90,23.90
2021/8/17 18:39:35,40.80,23.90
2021/8/17 18:39:40,40.80,23.90
2021/8/17 18:39:45,40.70,23.90
2021/8/17 18:39:50,40.90,24.00
2021/8/17 18:39:55,41.10,24.00
2021/8/17 18:40:0,42.40,24.00
2021/8/17 18:40:5,42.00,24.10
2021/8/17 18:40:10,41.00,24.10
2021/8/17 18:40:15,40.60,24.10
2021/8/17 18:40:20,40.40,24.10
2021/8/17 18:40:25,40.30,24.10
2021/8/17 18:40:30,40.30,24.10
2021/8/17 18:40:36,40.30,24.10
2021/8/17 18:40:41,40.20,24.10
2021/8/17 18:40:46,40.30,24.10
2021/8/17 18:40:51,40.30,24.00
2021/8/17 18:40:56,40.30,24.10
2021/8/17 18:41:1,40.40,24.00
2021/8/17 18:41:6,40.40,24.00
2021/8/17 18:41:11,40.50,24.00
2021/8/17 18:41:16,40.60,24.00
2021/8/17 18:41:21,40.60,24.00
2021/8/17 18:41:26,40.50,23.90
2021/8/17 18:41:32,40.50,23.90
2021/8/17 18:41:37,40.60,23.90
2021/8/17 18:41:42,40.60,23.90
2021/8/17 18:41:47,40.60,23.90
2021/8/17 18:41:52,40.60,23.90
2021/8/17 18:41:57,40.70,23.90
2021/8/17 18:42:2,40.70,24.00
2021/8/17 18:42:7,41.00,23.90
2021/8/17 18:42:12,40.90,24.00
2021/8/17 18:42:17,40.80,24.00
2021/8/17 18:42:22,40.50,24.00
2021/8/17 18:42:28,40.40,24.00
2021/8/17 18:42:33,40.30,24.00
2021/8/17 18:42:38,40.20,24.00
2021/8/17 18:42:43,40.30,24.00
2021/8/17 18:42:48,40.40,24.00
2021/8/17 18:42:53,40.40,23.90
2021/8/17 18:42:58,40.40,23.90
2021/8/17 18:43:3,40.40,23.90
2021/8/17 18:43:8,40.50,23.90
2021/8/17 18:43:13,40.50,23.90
2021/8/17 18:43:18,40.60,23.90
2021/8/17 18:43:24,40.70,23.90
2021/8/17 18:43:29,40.70,23.90
2021/8/17 18:43:34,40.60,23.90
2021/8/17 18:43:39,40.50,23.90
2021/8/17 18:43:44,40.60,24.00
2021/8/17 18:43:49,40.50,24.00
2021/8/17 18:43:54,40.50,24.00
2021/8/17 18:43:59,40.40,24.00
2021/8/17 18:44:4,40.30,24.10
2021/8/17 18:44:10,40.10,24.10
2021/8/17 18:44:15,40.10,24.10
2021/8/17 18:44:20,40.10,24.10
2021/8/17 18:44:25,40.00,24.00
2021/8/17 18:44:30,40.10,24.00
2021/8/17 18:44:35,40.10,24.00
2021/8/17 18:44:40,40.10,24.00
2021/8/17 18:44:45,40.10,24.00
2021/8/17 18:44:50,40.20,24.00
2021/8/17 18:44:55,40.30,24.00
2021/8/17 18:45:0,40.30,24.00
2021/8/17 18:45:6,40.40,24.00
2021/8/17 18:45:11,40.40,24.00
2021/8/17 18:45:16,40.40,23.90
2021/8/17 18:45:21,40.40,23.90
2021/8/17 18:45:26,40.50,23.90
2021/8/17 18:45:31,40.50,23.90
2021/8/17 18:45:36,40.60,23.90
2021/8/17 18:45:41,40.60,23.90
2021/8/17 18:45:46,40.60,23.90
2021/8/17 18:45:51,40.60,23.90
2021/8/17 18:45:56,40.60,23.90
2021/8/17 18:46:1,40.70,24.00
2021/8/17 18:46:7,40.80,24.00
2021/8/17 18:46:12,41.40,24.00
2021/8/17 18:46:17,41.50,24.00
2021/8/17 18:46:22,40.80,24.00
2021/8/17 18:46:27,40.40,24.00
2021/8/17 18:46:32,40.20,24.00
2021/8/17 18:46:37,40.20,24.00
2021/8/17 18:46:42,40.20,24.00
2021/8/17 18:46:47,40.20,24.00
2021/8/17 18:46:52,40.30,24.00
2021/8/17 18:46:57,40.30,24.00
2021/8/17 18:47:3,40.30,24.00
2021/8/17 18:47:8,40.30,24.00
2021/8/17 18:47:13,40.30,23.90
2021/8/17 18:47:18,40.40,23.90
2021/8/17 18:47:23,40.50,24.00
2021/8/17 18:47:28,40.30,23.90
2021/8/17 18:47:33,40.40,23.90
2021/8/17 18:47:38,40.30,23.90
2021/8/17 18:47:43,40.30,23.90
2021/8/17 18:47:48,40.50,23.90
2021/8/17 18:47:53,40.50,23.90
2021/8/17 18:47:59,40.50,23.90
2021/8/17 18:48:4,40.60,23.90
2021/8/17 18:48:9,40.60,23.90
2021/8/17 18:48:14,40.60,23.90
2021/8/17 18:48:19,40.60,24.00
2021/8/17 18:48:24,40.70,24.00
2021/8/17 18:48:29,40.70,24.00
2021/8/17 18:48:34,40.60,24.00
2021/8/17 18:48:39,40.30,24.10
2021/8/17 18:48:45,40.10,24.10
2021/8/17 18:48:50,40.00,24.10
2021/8/17 18:48:55,40.00,24.10
2021/8/17 18:49:0,40.00,24.00
2021/8/17 18:49:5,40.00,24.00
2021/8/17 18:49:10,40.00,24.00
2021/8/17 18:49:15,40.10,24.00
2021/8/17 18:49:20,40.20,24.00
2021/8/17 18:49:25,40.30,24.00
2021/8/17 18:49:30,40.20,23.90
2021/8/17 18:49:35,40.30,23.90
2021/8/17 18:49:41,40.30,23.90
2021/8/17 18:49:46,40.30,23.90
2021/8/17 18:49:51,40.40,23.90
2021/8/17 18:49:56,40.50,23.90
2021/8/17 18:50:1,40.50,23.90
2021/8/17 18:50:6,40.50,23.90
2021/8/17 18:50:11,40.50,23.90
2021/8/17 18:50:16,40.50,23.90
2021/8/17 18:50:21,40.60,24.00
2021/8/17 18:50:26,40.50,23.90
2021/8/17 18:50:31,40.50,24.00
2021/8/17 18:50:37,40.40,24.00
2021/8/17 18:50:42,40.00,24.00
2021/8/17 18:50:47,40.00,24.00
2021/8/17 18:50:52,39.90,24.00
2021/8/17 18:50:57,39.90,24.00
2021/8/17 18:51:2,39.90,24.00
2021/8/17 18:51:7,39.90,24.00
2021/8/17 18:51:12,40.00,24.00
2021/8/17 18:51:17,40.00,24.00
2021/8/17 18:51:22,40.10,24.00
2021/8/17 18:51:27,40.10,23.90
2021/8/17 18:51:33,40.10,23.90
2021/8/17 18:51:38,40.20,23.90
2021/8/17 18:51:43,40.30,23.90
2021/8/17 18:51:48,40.30,23.90
2021/8/17 18:51:53,40.40,23.90
2021/8/17 18:51:58,40.40,23.90
2021/8/17 18:52:3,40.50,23.90
2021/8/17 18:52:8,40.50,23.90
2021/8/17 18:52:13,40.50,23.90
2021/8/17 18:52:18,40.50,23.90
2021/8/17 18:52:23,40.40,23.90
2021/8/17 18:52:28,40.50,24.00
2021/8/17 18:52:34,40.50,24.00
2021/8/17 18:52:39,40.80,24.00
2021/8/17 18:52:44,40.60,24.00
2021/8/17 18:52:49,40.10,24.00
2021/8/17 18:52:54,40.00,24.10
2021/8/17 18:52:59,39.80,24.00
2021/8/17 18:53:4,39.80,24.00
2021/8/17 18:53:9,39.70,24.00
2021/8/17 18:53:14,39.80,24.00
2021/8/17 18:53:19,39.90,24.00
2021/8/17 18:53:24,39.90,24.00
2021/8/17 18:53:30,39.90,23.90
2021/8/17 18:53:35,40.00,23.90
2021/8/17 18:53:40,40.10,23.90
2021/8/17 18:53:45,40.00,23.80
2021/8/17 18:53:50,40.30,23.90
2021/8/17 18:53:55,40.40,23.90
2021/8/17 18:54:0,40.40,23.90
2021/8/17 18:54:5,40.40,23.90
2021/8/17 18:54:10,40.40,23.90
2021/8/17 18:54:16,40.40,23.90
2021/8/17 18:54:21,40.30,23.90
2021/8/17 18:54:26,40.40,23.90
2021/8/17 18:54:31,40.90,24.00
2021/8/17 18:54:36,41.00,24.00
2021/8/17 18:54:41,40.80,24.00
2021/8/17 18:54:46,40.40,24.00
2021/8/17 18:54:51,40.00,24.00
2021/8/17 18:54:56,39.70,24.00
2021/8/17 18:55:1,39.70,24.00
2021/8/17 18:55:6,39.80,24.00
2021/8/17 18:55:12,39.80,24.00
2021/8/17 18:55:17,39.80,24.00
2021/8/17 18:55:22,39.80,23.90
2021/8/17 18:55:27,39.90,23.90
2021/8/17 18:55:32,40.00,23.90
2021/8/17 18:55:37,40.00,23.90
2021/8/17 18:55:42,40.10,23.90
2021/8/17 18:55:47,40.10,23.90
2021/8/17 18:55:52,40.10,23.90
2021/8/17 18:55:57,40.30,23.90
2021/8/17 18:56:2,40.30,24.00
2021/8/17 18:56:8,40.20,24.00
2021/8/17 18:56:13,40.10,24.00
2021/8/17 18:56:18,40.10,24.00
2021/8/17 18:56:23,40.00,24.00
2021/8/17 18:56:28,39.80,24.00
2021/8/17 18:56:33,39.80,24.00
2021/8/17 18:56:38,39.80,24.00
2021/8/17 18:56:43,39.80,24.00
2021/8/17 18:56:48,39.80,24.00
2021/8/17 18:56:53,39.90,24.00
2021/8/17 18:56:58,39.90,24.00
2021/8/17 18:57:4,40.00,24.00
2021/8/17 18:57:9,40.00,24.00
2021/8/17 18:57:14,40.00,23.90
2021/8/17 18:57:19,40.10,23.90
2021/8/17 18:57:24,40.10,23.90
2021/8/17 18:57:29,40.20,23.90
2021/8/17 18:57:34,40.30,23.90
2021/8/17 18:57:39,40.30,23.90
2021/8/17 18:57:44,40.40,23.90
2021/8/17 18:57:49,40.40,23.90
2021/8/17 18:57:54,40.40,23.90
2021/8/17 18:58:0,40.40,23.90
2021/8/17 18:58:5,40.40,23.90
2021/8/17 18:58:10,41.00,24.00
2021/8/17 18:58:15,41.10,24.00
2021/8/17 18:58:20,41.20,24.00
2021/8/17 18:58:25,40.90,24.00
2021/8/17 18:58:30,40.30,24.00
2021/8/17 18:58:35,40.00,24.10
2021/8/17 18:58:40,39.90,24.10
2021/8/17 18:58:45,39.80,24.00
2021/8/17 18:58:50,39.80,24.00
2021/8/17 18:58:55,39.90,24.00
2021/8/17 18:59:1,39.90,24.00
2021/8/17 18:59:6,40.00,24.00
2021/8/17 18:59:11,40.00,24.00
2021/8/17 18:59:16,40.00,23.90
2021/8/17 18:59:21,40.10,23.90
2021/8/17 18:59:26,40.20,23.90
2021/8/17 18:59:31,40.20,23.90
2021/8/17 18:59:36,40.20,23.90
2021/8/17 18:59:41,40.30,23.90
2021/8/17 18:59:47,40.30,23.90
2021/8/17 18:59:52,40.40,23.90
2021/8/17 18:59:57,40.30,23.90
2021/8/17 19:0:2,40.30,23.90
2021/8/17 19:0:7,40.30,23.90
2021/8/17 19:0:12,40.20,23.90
2021/8/17 19:0:17,40.20,23.90
2021/8/17 19:0:22,40.30,24.00
2021/8/17 19:0:27,40.30,24.00
2021/8/17 19:0:32,40.10,24.00
2021/8/17 19:0:37,40.00,24.10
2021/8/17 19:0:43,39.70,24.10
2021/8/17 19:0:48,39.50,24.00
2021/8/17 19:0:53,39.40,24.00
2021/8/17 19:0:58,39.40,24.00
2021/8/17 19:1:3,39.50,24.00
2021/8/17 19:1:8,39.60,24.00
2021/8/17 19:1:13,39.60,24.00
2021/8/17 19:1:18,39.70,24.00
2021/8/17 19:1:23,39.70,23.90
2021/8/17 19:1:28,39.90,24.00
2021/8/17 19:1:33,39.80,23.90
2021/8/17 19:1:39,39.80,23.90
2021/8/17 19:1:44,39.90,23.90
2021/8/17 19:1:49,40.00,23.90
2021/8/17 19:1:54,40.00,23.90
2021/8/17 19:1:59,40.00,23.80
2021/8/17 19:2:4,40.20,23.90
2021/8/17 19:2:9,40.10,23.90
2021/8/17 19:2:14,40.20,23.90
2021/8/17 19:2:19,40.10,23.90
2021/8/17 19:2:24,40.10,23.90
2021/8/17 19:2:29,40.20,24.00
